LastUpdate;Name;PriceBTC;PriceEUR;PriceUSD;1HChange;MaxSupply
1518332046;Decred;0.00886487;58.0557283467;71.0921;-1.86;21000000.0
1518332346;Decred;0.00886639;58.2609467118;71.3434;-1.86;21000000.0
1518332646;Decred;0.00885624;58.365964944;71.472;-1.49;21000000.0
1518332946;Decred;0.00885192;58.1401675785;71.1955;-1.77;21000000.0
1518333246;Decred;0.00885649;58.1097890541;71.1583;-1.45;21000000.0
1518333546;Decred;0.00885577;58.4029581471;71.5173;-0.63;21000000.0
1518333846;Decred;0.00888379;58.4201073141;71.5383;-0.19;21000000.0
1518334146;Decred;0.0088562;58.2008429646;71.2698;-0.14;21000000.0
1518334446;Decred;0.00899825;59.1704242017;72.4571;1.87;21000000.0
1518334747;Decred;0.00907374;59.5855157058;72.9654;2.59;21000000.0
1518335046;Decred;0.00904694;58.9920728649;72.2387;1.6;21000000.0
1518335346;Decred;0.00899556;58.2009246273;71.2699;0.26;21000000.0
1518335646;Decred;0.00891068;57.7482682812;70.7156;-0.59;21000000.0
1518335946;Decred;0.00905082;58.6169144211;71.7793;0.88;21000000.0
1518336246;Decred;0.00902828;58.5003817482;71.6366;0.52;21000000.0
1518336546;Decred;0.0089054;57.4720033671;70.3773;-1.34;21000000.0
1518336846;Decred;0.00890881;57.2372231046;70.0898;-1.78;21000000.0
1518337146;Decred;0.00906948;58.3926686469;71.5047;-0.02;21000000.0
1518337446;Decred;0.00898565;57.6763234425;70.6275;-1.25;21000000.0
1518337745;Decred;0.00897146;57.9716974284;70.9892;-1.15;21000000.0
1518338045;Decred;0.00897136;57.801675687;70.781;-1.69;21000000.0
1518338346;Decred;0.00897689;58.0122837903;71.0389;-1.03;21000000.0
1518338645;Decred;0.00901084;58.2147256236;71.2868;-0.74;21000000.0
1518338946;Decred;0.00894048;57.3676384365;70.2495;-2.25;21000000.0
1518339246;Decred;0.00896898;57.9204132528;70.9264;-0.9;21000000.0
1518339546;Decred;0.00897133;57.9218015187;70.9281;-0.32;21000000.0
1518339846;Decred;0.00897226;58.1854087143;71.2509;0.28;21000000.0
1518340146;Decred;0.00896757;57.8772953472;70.8736;-0.12;21000000.0
1518340445;Decred;0.00896746;57.5927008377;70.5251;-0.67;21000000.0
1518340745;Decred;0.00896923;57.7097234868;70.6684;-0.27;21000000.0
1518341046;Decred;0.00901453;57.9436871223;70.9549;0.26;21000000.0
1518341346;Decred;0.0089757;57.8494483665;70.8395;-0.09;21000000.0
1518341645;Decred;0.00899737;58.1520903327;71.2101;0.24;21000000.0
1518341946;Decred;0.0089974;58.1508653922;71.2086;0.52;21000000.0
1518342246;Decred;0.0089976;58.6726083825;71.8475;1.38;21000000.0
1518342545;Decred;0.00904799;59.0483384652;72.3076;1.92;21000000.0
1518342846;Decred;0.0090669;59.1258363675;72.4025;2.07;21000000.0
1518343146;Decred;0.00898613;59.2640913186;72.5718;2.51;21000000.0
1518343446;Decred;0.00906244;59.9191078353;73.3739;3.67;21000000.0
1518343746;Decred;0.00906256;60.0123666387;73.4881;3.69;21000000.0
1518344045;Decred;0.00906254;59.9586325821;73.4223;3.61;21000000.0
1518344346;Decred;0.00899757;59.4987082557;72.8591;2.76;21000000.0
1518344646;Decred;0.00899753;59.7418997763;73.1569;3.19;21000000.0
1518344946;Decred;0.00906594;59.9370736293;73.3959;3.2;21000000.0
1518345246;Decred;0.00907013;60.0142448808;73.4904;2.94;21000000.0
1518345546;Decred;0.00907061;59.7365917008;73.1504;2.25;21000000.0
1518345847;Decred;0.00901675;59.3522870346;72.6798;1.05;21000000.0
1518346146;Decred;0.00902121;59.0631194139;72.3257;0.06;21000000.0
1518346446;Decred;0.00902182;59.1626662452;72.4476;-0.01;21000000.0
1518346747;Decred;0.00908012;59.6755896639;73.0757;0.2;21000000.0
1518347046;Decred;0.00908015;59.6082179364;72.9932;-0.04;21000000.0
1518347345;Decred;0.0090726;59.7382249548;73.1524;0.18;21000000.0
1518347645;Decred;0.00904172;59.5592203164;72.9332;-0.29;21000000.0
1518347946;Decred;0.00901477;59.2306096116;72.5308;-1.07;21000000.0
1518348246;Decred;0.00904169;59.4245585241;72.7683;-0.7;21000000.0
1518348546;Decred;0.00904177;59.4755977116;72.8308;-0.52;21000000.0
1518348846;Decred;0.00899808;59.1430671972;72.4236;-0.8;21000000.0
1518349146;Decred;0.0090164;58.9239661731;72.1553;-1.09;21000000.0
1518349445;Decred;0.00900669;59.0085687303;72.2589;-0.9;21000000.0
1518349746;Decred;0.00905924;59.5522789869;72.9247;0.06;21000000.0
1518350046;Decred;0.00900018;59.6301852027;73.0201;0.26;21000000.0
1518350346;Decred;0.00888132;59.289570081;72.603;-0.27;21000000.0
1518350646;Decred;0.00890732;59.617664835;73.0045;0.31;21000000.0
1518350946;Decred;0.00889616;59.586796221;72.9667;0.17;21000000.0
1518351246;Decred;0.00889854;59.376024018;72.7086;-0.26;21000000.0
1518351546;Decred;0.00889054;59.359854744;72.6888;-0.16;21000000.0
1518351846;Decred;0.00883221;59.073462603;72.3381;-0.37;21000000.0
1518352146;Decred;0.0090028;61.157502363;74.8901;3.3;21000000.0
1518352446;Decred;0.00886664;59.978941947;73.4469;1.23;21000000.0
1518352746;Decred;0.00889251;60.161540415;73.6705;1.44;21000000.0
1518353046;Decred;0.00887264;60.382520493;73.9411;1.84;21000000.0
1518353345;Decred;0.00884144;59.86632867;73.309;1.03;21000000.0
1518353646;Decred;0.00883242;59.931822396;73.3892;0.94;21000000.0
1518353946;Decred;0.00882983;59.821169031;73.2537;0.52;21000000.0
1518354246;Decred;0.00883214;59.753960382;73.1714;0.45;21000000.0
1518354546;Decred;0.00883093;60.020018436;73.4972;1.01;21000000.0
1518354845;Decred;0.008831;59.962119369;73.4263;0.97;21000000.0
1518355146;Decred;0.00888056;60.344955513;73.8951;1.02;21000000.0
1518355446;Decred;0.00882732;60.188407542;73.7034;0.63;21000000.0
1518355746;Decred;0.0088984;60.289506336;73.8272;0.6;21000000.0
1518356045;Decred;0.0088984;60.285831501;73.8227;0.48;21000000.0
1518356346;Decred;0.00885345;59.717783673;73.1271;-0.6;21000000.0
1518356646;Decred;0.00882542;59.492230467;72.8509;-1.15;21000000.0
1518356946;Decred;0.0088254;59.574873423;72.9521;-0.68;21000000.0
1518357246;Decred;0.00882532;60.031696245;73.5115;0.07;21000000.0
1518357546;Decred;0.00887503;60.224992566;73.7482;0.44;21000000.0
1518357846;Decred;0.00886032;60.073262712;73.5624;0.17;21000000.0
1518358145;Decred;0.00886043;59.835460056;73.2712;-0.23;21000000.0
1518358446;Decred;0.00886756;59.735994522;73.1494;-0.53;21000000.0
1518358746;Decred;0.00886423;59.876209893;73.3211;-0.41;21000000.0
1518359046;Decred;0.00885743;59.904791943;73.3561;-0.35;21000000.0
1518359346;Decred;0.00885692;59.736892815;73.1505;-0.53;21000000.0
1518359646;Decred;0.00885432;60.193062333;73.7091;0.35;21000000.0
1518359946;Decred;0.00885334;60.045415629;73.5283;0.18;21000000.0
1518360246;Decred;0.00887627;60.695534772;74.3244;1.25;21000000.0
1518360546;Decred;0.00887634;60.986255052;74.6804;1.89;21000000.0
1518360846;Decred;0.0088484;60.68704182;74.314;1.4;21000000.0
1518361146;Decred;0.008876;60.810679602;74.4654;1.6;21000000.0
